29," Free Movie:""Captain America Winter Soldier"" at Flagstaff Hill!",40.440169,-79.947199,Squirrel Hill South,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
30, Salsa Dance classes @ Youtopia Studio: Beginner Cuban style salsa!,40.435703,-79.922905,Squirrel Hill South,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
31, Power Vinyasa Flow,40.465092,-79.943771,Bloomfield,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
32, ZUMBA & Ditch the workout with Sarita Wells,40.435703,-79.922905,Squirrel Hill South,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
33, Summer Weekly Yoga on the Terrace - South Side Works,40.428028,-79.963982,South Side Flats,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
34, Smithfield Critics Book Discussion Group,40.44175,-79.99752,Central Business District,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
35, It's a 'Burgh Thing Bike Ride N'at,40.45685,-80.032295,Chateau,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
36, Free Concert Hartwood Acres-Bootsy's Rubber Band,40.569818,-79.928058,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Hampton township,Allegheny County
37, Moonstruck Full Moon Hike,40.336674,-80.110611,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Upper St. Clair township,Allegheny County
38, Dance For Wishes - Free Charity Event,40.516071,-80.006271,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Ross township,Allegheny County
39," Woo Hoo! FREE MOVIE! ""Guardians of the Galaxy!"" 2nd to last Free Movie of Summer",40.440169,-79.947199,Squirrel Hill South,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
40, Mindful Chinese,40.456512,-79.915154,Larimer,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
41, Community Yoga at the Brillobox,40.465668,-79.95475,Bloomfield,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
42, Red Ripe and Roasted ,40.434238,-79.952049,Central Oakland,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
43," FREE COMEDY "" Best of the Burgh"" Comedy Showcase at Buckhead Saloon",40.432542,-80.003711,South Shore,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
44, Power Yoga - Pay What You Can Afford,40.428734,-79.986038,South Side Flats,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
45, The Fitness Barre's Sip and Sweat First Friday Happy Hour in Cranberry!,40.6999299,-80.1228686,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Cranberry township,Butler County
46, Live Love Latch Free Kids Community Event ,40.571003,-80.034645,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",McCandless township,Allegheny County
47, Donation Yoga Class at Dobra Tea in Squirrel Hill,40.434963,-79.922806,Squirrel Hill South,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
48, Beginners Yoga - Pay What You Can Afford,40.428734,-79.986038,South Side Flats,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
49, Learn about Feng Shui the ancient Chinese art of placement,40.393013,-80.019531,Brookline,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
50, Pittsburgh's First VegFest,40.453072,-80.003014,Allegheny Center,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
51, Listen to big-band jazz at Cedar Creek Park Westmoreland County!,40.175531,-79.802686,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Rostraver township,Westmoreland County
52, FREE Kids Comedy Cabaret ,40.444019,-79.950516,North Oakland,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
53, The Hi-Frequencies at Surfin' Burgh Surf Music Festival in Arsenal Park,40.46793,-79.96139,Lower Lawrenceville,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
54, Free Concert: Riverview Jazz Series '- John Hall!,40.484368,-80.014664,Perry North,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
55, Power Up Writing With Poetry - Free,40.460835,-79.926414,East Liberty,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
56, Brookline Community Yard Sale,40.393463,-80.020142,Brookline,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
57, Rooftop Power Flow at SkyBAR,40.428871,-79.982552,South Side Flats,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
58, Happy Hour at the Cabana Beach Bar in Wexford! DJ & Dancing Free Buffet!,40.633237,-80.052842,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pine township,Allegheny County
59, Garden Party & Free Concert by Boilermaker Jazz Quartet,40.44796,-79.943314,Shadyside,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
60, Free Concert: Riverview Jazz Series '- Donna Davis!,40.484368,-80.014664,Perry North,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
61, Murrysville Relay for Life Artist Market,40.425285,-79.694313,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Murrysville municipality,Westmoreland County
62, $5 Improv Comedy,40.4430326,-79.998586,Central Business District,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
63, Free Concert: Riverview Jazz Series '- Kevin Howard!,40.484368,-80.014664,Perry North,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
64, Yoga at the Library (Dormont South Hills),40.394169,-80.035957,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Dormont borough,Allegheny County
65, The Homewood Cemetery: 3rd Annual Founder's Day Celebration!,40.4418409,-79.907282,Point Breeze,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
66, FREE MOVIE: The Ecology of Mind,40.430062,-79.752569,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Monroeville municipality,Allegheny County
67, SPECIAL-The Jazz Conspiracy Tony Venneri w Dance Lesson sponsored by Dos Equis,40.451824,-80.000793,East Allegheny,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
68, Fall Gardening 101,40.44175,-79.99752,Central Business District,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
69, Free Self Defense workshop - FOR WOMEN ONLY,40.451195,-79.943138,Shadyside,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
70, Bicycle Heaven Bike Ride Show Swap Meet & Party. Going to be A GREAT TIME!,40.456837,-80.03286,Chateau,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
71, Salsa Dance classes @ Youtopia Studio: Beginner Cuban style salsa!,40.435703,-79.922905,Squirrel Hill South,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
72, The Reel Story - Free Movie!,40.44175,-79.99752,Central Business District,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
73, Banjo Night!   at Elk's Club every Wed in Northside!  Very cool event!,40.451826,-80.000799,East Allegheny,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
74," Free Movie:""Earth to Echo"" at Flagstaff Hill!",40.440169,-79.947199,Squirrel Hill South,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
75," Free Movie:""Selma""  at Flagstaff Hill!  an AMAZING MOVIE!",40.440169,-79.947199,Squirrel Hill South,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
76, Retirement Planning and Beyond,40.44175,-79.99752,Central Business District,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
77, GeoPupping,40.336674,-80.110611,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Upper St. Clair township,Allegheny County
78, Donation Yoga Class at Dobra Tea in Squirrel Hill,40.434963,-79.922806,Squirrel Hill South,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
79, All Levels Yoga- Pay What You Can Afford,40.428734,-79.986038,South Side Flats,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
80, Pitt SBDC Workshop: Mechanics of Starting a Small Business,40.440609,-79.953972,Central Oakland,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
81, Yoga at the Library (Dormont South Hills),40.394169,-80.035957,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Dormont borough,Allegheny County
82, BREW's Uncommon Game Nite!,40.410015,-80.024681,Beechview,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
83, Party at Schwartz Living Market,40.429134,-79.984566,South Side Flats,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
84, Summer Weekly Yoga on the Terrace - South Side Works,40.428028,-79.963982,South Side Flats,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
85," KILTED Happy Hour! at ""Tilted Kilt"" North Shore on the Outdoor Patio!",40.445938,-80.010818,North Shore,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
86, Community Yoga at the Brillobox,40.465668,-79.95475,Bloomfield,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
87, Chinese for Beginners in Mellon Square Park,40.438339,-79.997467,Central Business District,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
88, Three Rivers Thing: Viking Community Picnic at Settler's Cabin Park!,40.434818,-80.161545,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Robinson township,Allegheny County
89, Yoga at the Library (Dormont South Hills),40.394169,-80.035957,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Dormont borough,Allegheny County
90, LAST Jam on Walnut for the Summer! Multi-block party! Dancing Queen Playing!,40.451439,-79.932976,Shadyside,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
91, Free Concert Hartwood Acres - River City Brass Band,40.569818,-79.928058,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Hampton township,Allegheny County
92, Food Truck Festival,40.35349,-79.62356,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Penn township,Westmoreland County
93, Free Concert South Park: Duquesne University Tamburitzans,40.290488,-80.007857,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",South Park township,Allegheny County
94, Free Concert Hartwood Acres - Howard Jones,40.569818,-79.928058,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Hampton township,Allegheny County
95, Free Concert South Park: BNY Mellon Jazz presents Dirty Dozen Brass Band,40.290488,-80.007857,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",South Park township,Allegheny County
96, Open Discussion: Stones Crystals and Rocks,40.404533,-80.033188,Beechview,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
97, FREE CONCERT at SOUTH PARK Southside Johnny & The Asbury Jukes w Joe Gruschecky,40.302334,-79.995415,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",South Park township,Allegheny County
98, Donation Yoga Class at Dobra Tea in Squirrel Hill,40.434963,-79.922806,Squirrel Hill South,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
99, Free Family Skate Days at the Iceoplex,40.27462,-80.160919,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Cecil township,Washington County
100, How to be a Savvy Traveler,40.44175,-79.99752,Central Business District,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
101, SPECIAL VOCALIST!!! The Jazz Conspiracy BIG BAND with dance lesson at the Elks,40.451824,-80.000793,East Allegheny,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
102, Fantasy authors Delia Sherman & Ellen Kushner  to speak @ YA Lecture Series CMU,40.444118,-79.942047,Squirrel Hill North,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
103, Art on the Blvd!,40.393013,-80.019531,Brookline,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
104, Adults' Board Game Night @ Brookline Library,40.394427,-80.02137,Brookline,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
105," Free Movie:""the Princess and the Frog"" at Flagstaff Hill!",40.440169,-79.947199,Squirrel Hill South,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
106, $5 Improv Comedy,40.4430326,-79.998586,Central Business District,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
107, Let's Hike The Rachael Carson Trail,40.440624,-79.995888,Central Business District,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
108, Drinking Partners LIVE @ Grist House Brewing Company,40.478786,-79.972046,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Millvale borough,Allegheny County
109," Free Movie:""McFarland USA"" at Flagstaff Hill!",40.440169,-79.947199,Squirrel Hill South,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
110, Learn to Square Dance! Greater Pittsburgh Square and Modern Pattern Dance Group!,40.543999,-80.327858,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Independence township,Beaver County
111, Banjo Night!   at Elk's Club every Wed in Northside!  Very cool event!,40.451826,-80.000799,East Allegheny,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
112, World Kaleidoscope presents Carl Rahkonen (Finnish Music + Rune Singing),40.443424,-79.948845,North Oakland,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
113, Power Vinyasa Flow,40.465092,-79.943771,Bloomfield,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
114, Bach Beethoven & Brunch,40.452892,-79.920738,Shadyside,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
115, Space Art: An Evening in the Stars,40.456715,-79.99762,East Allegheny,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
116, Pittsburgh Mass Mob XIII at Our Lady of the Angels Church,40.465851,-79.963943,Lower Lawrenceville,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
117, 19th Annual Shadyside...The Art Festival on Walnut Street,40.451355,-79.93356,Shadyside,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
118, Don't Get Angry Get Assertive,40.44175,-79.99752,Central Business District,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
119, Podcamp Pittsburgh X,40.439519,-80.000607,Central Business District,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
120, Second Wednesday Meditation Group,40.441776,-79.997383,Central Business District,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
121, Homewood Cemetery Founders Day,40.4418409,-79.907282,Point Breeze,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
122, Free Concert: Riverview Jazz Series '- Reggie Watkin's,40.484368,-80.014664,Perry North,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
123, Almost Free Henna,40.404533,-80.033188,Beechview,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
124, Shifted Past  is holding a FREE Performance at Biddles Escape!,40.4381463,-79.8921011,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Wilkinsburg borough,Allegheny County
125, Yard & Sidewalk Sale,40.465542,-80.057388,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",McKees Rocks borough,Allegheny County
126, Open Discussion: Herbs and Oils,40.404533,-80.033188,Beechview,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
127, Freedom Summer - Free Documentary!,40.44175,-79.99752,Central Business District,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
128, Free Concert: Riverview Jazz Series '- Dwane Dolphin!,40.484368,-80.014664,Perry North,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
129, Wednesday evening tennis - at Moon park,40.491043,-80.18604,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Moon township,Allegheny County
130, Monday evening Tennis,40.431979,-79.94216,Squirrel Hill South,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
131, Thursday evening tennis,40.431979,-79.94216,Squirrel Hill South,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
132, Sunday morning tennis for all levels - Schenley Park,40.431979,-79.94216,Squirrel Hill South,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
133, Monday evening tennis - at Moon park,40.491043,-80.18604,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Moon township,Allegheny County
134, Saturday Morning Tennis At Schenley Park - Intermediate (Level 3.0 And Higher),40.431979,-79.94216,Squirrel Hill South,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
135, Wednesday evening tennis - at Moon park,40.491043,-80.18604,,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Moon township,Allegheny County
136, Sunday morning tennis for all levels - Schenley Park,40.431979,-79.94216,Squirrel Hill South,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
137, Sunday morning tennis for all levels - Schenley Park,40.475098,-79.910736,Highland Park,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
138, Sunday morning tennis for all levels - Schenley Park,40.431979,-79.94216,Squirrel Hill South,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
139, Thursday evening tennis,40.431979,-79.94216,Squirrel Hill South,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
140, Monday night tennis for all levels.,40.431979,-79.94216,Squirrel Hill South,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
141, Wednesday night tennis for all levels,40.431979,-79.94216,Squirrel Hill South,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
142, Thursday evening tennis - at Moore park (All Levels),40.403713,-80.015526,Brookline,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
143, Wednesday evening tennis for all levels,40.431979,-79.94216,Squirrel Hill South,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
144, Thursday Evening Tennis,40.431979,-79.94216,Squirrel Hill South,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
145, Let's Meetup and Play Tennis-SINGLES GamesRallies-INTERMEDIATES (3.0 and above),0,0,0,0,0,0,0
146, Saturday morning INTERMEDIATE (level 3.0 and higher) tennis at Schenley park,40.431979,-79.94216,Squirrel Hill South,"Pittsburgh, PA","Pittsburgh-New Castle-Weirton, PA-OH-WV",Pittsburgh city,Allegheny County
