1, Stretch and flex with Barre in the Parks. Schenley Plaza Oakland!,-79.95211,40.443535
2, End of Summer Block Party at Carnegie Library Pittsburgh-Woods Run,-80.030357,40.476238
3, Salsa Dance classes @ Youtopia Studio: Beginner Cuban style salsa!,-79.922905,40.435703
4, Introduction to Urban Beekeeping,-79.99752,40.44175
5," Free Movie:""Interstellar"" at Flagstaff Hill!",-79.947199,40.440169
6, Rooftop Power Flow at SkyBAR,-79.982552,40.428871
7, Free Concert Hartwood Acres-Eileen Ivers w Heather Kropf! Celtic Folk Music!,-79.928058,40.569818
8, Sassafras Grove Lughnassadh Games and Ritual,-80.006732,40.608727
9, Donation Yoga Class at Dobra Tea in Squirrel Hill,-79.922806,40.434963
10, Overcoming Trauma,-79.99752,40.44175
11, Frick Environmental Center Public Hard Hat Tour,-79.909081,40.43597
12, Join us for Caf Scientifique on Monday August 10!,-80.017593,40.446014
13, Banjo Night!   at Elk's Club every Wed in Northside!  Very cool event!,-80.000799,40.451826
14, Drinking Liberally Pittsburgh Monthly Gathering,-79.930554,40.459939
15, Yoga at the Library (Dormont South Hills),-80.035957,40.394169
16, Free Concert: Friday on the Front Steps @New Hazlett Theater,-80.006554,40.45224
17, $5 Improv Comedy,-79.998586,40.4430326
18, See the Battle of Bushy Run,-79.623558,40.353489
19, Free Concert Hartwood Acres-Pittsburgh Ballet Theatre,-79.928058,40.569818
20, BREW's Uncommon Game Nite!,-80.024681,40.410015
21, Free Concert South Park: Paul Luc and The Commonheart,-80.007857,40.290488
22, Lunch and Learn Films: The Vaccine War,-79.99752,40.44175
23, Preventing Alzheimer's: What New Research is Telling Us,-79.99752,40.44175
24, Summer Daze Festival! South Hills Castle Shannon!,-80.017593,40.365307
25, LAWRENCEVILLE's FREE MUSIC FESTIVAL: R.A.N.T.,-79.96139,40.46793
26, Free screening of the movie Persepolis banned in Iran,-80.011147,40.457176
27, Free Concert South Park: Southside Johnny & The Asbury Jukes wJoe Grushecky,-79.995415,40.302334
28, India Day 2015: Celebrating Innovation Development Achievement,-79.959778,40.436726
29," Free Movie:""Captain America Winter Soldier"" at Flagstaff Hill!",-79.947199,40.440169
30, Salsa Dance classes @ Youtopia Studio: Beginner Cuban style salsa!,-79.922905,40.435703
31, Power Vinyasa Flow,-79.943771,40.465092
32, ZUMBA & Ditch the workout with Sarita Wells,-79.922905,40.435703
33, Summer Weekly Yoga on the Terrace - South Side Works,-79.963982,40.428028
34, Smithfield Critics Book Discussion Group,-79.99752,40.44175
35, It's a 'Burgh Thing Bike Ride N'at,-80.032295,40.45685
36, Free Concert Hartwood Acres-Bootsy's Rubber Band,-79.928058,40.569818
37, Moonstruck Full Moon Hike,-80.110611,40.336674
38, Dance For Wishes - Free Charity Event,-80.006271,40.516071
39," Woo Hoo! FREE MOVIE! ""Guardians of the Galaxy!"" 2nd to last Free Movie of Summer",-79.947199,40.440169
40, Mindful Chinese,-79.915154,40.456512
41, Community Yoga at the Brillobox,-79.95475,40.465668
42, Red Ripe and Roasted ,-79.952049,40.434238
43," FREE COMEDY "" Best of the Burgh"" Comedy Showcase at Buckhead Saloon",-80.003711,40.432542
44, Power Yoga - Pay What You Can Afford,-79.986038,40.428734
45, The Fitness Barre's Sip and Sweat First Friday Happy Hour in Cranberry!,-80.1228686,40.6999299
46, Live Love Latch Free Kids Community Event ,-80.034645,40.571003
47, Donation Yoga Class at Dobra Tea in Squirrel Hill,-79.922806,40.434963
48, Beginners Yoga - Pay What You Can Afford,-79.986038,40.428734
49, Learn about Feng Shui the ancient Chinese art of placement,-80.019531,40.393013
50, Pittsburgh's First VegFest,-80.003014,40.453072
51, Listen to big-band jazz at Cedar Creek Park Westmoreland County!,-79.802686,40.175531
52, FREE Kids Comedy Cabaret ,-79.950516,40.444019
53, The Hi-Frequencies at Surfin' Burgh Surf Music Festival in Arsenal Park,-79.96139,40.46793
54, Free Concert: Riverview Jazz Series '- John Hall!,-80.014664,40.484368
55, Power Up Writing With Poetry - Free,-79.926414,40.460835
56, Brookline Community Yard Sale,-80.020142,40.393463
57, Rooftop Power Flow at SkyBAR,-79.982552,40.428871
58, Happy Hour at the Cabana Beach Bar in Wexford! DJ & Dancing Free Buffet!,-80.052842,40.633237
59, Garden Party & Free Concert by Boilermaker Jazz Quartet,-79.943314,40.44796
60, Free Concert: Riverview Jazz Series '- Donna Davis!,-80.014664,40.484368
61, Murrysville Relay for Life Artist Market,-79.694313,40.425285
62, $5 Improv Comedy,-79.998586,40.4430326
63, Free Concert: Riverview Jazz Series '- Kevin Howard!,-80.014664,40.484368
64, Yoga at the Library (Dormont South Hills),-80.035957,40.394169
65, The Homewood Cemetery: 3rd Annual Founder's Day Celebration!,-79.907282,40.4418409
66, FREE MOVIE: The Ecology of Mind,-79.752569,40.430062
67, SPECIAL-The Jazz Conspiracy Tony Venneri w Dance Lesson sponsored by Dos Equis,-80.000793,40.451824
68, Fall Gardening 101,-79.99752,40.44175
69, Free Self Defense workshop - FOR WOMEN ONLY,-79.943138,40.451195
70, Bicycle Heaven Bike Ride Show Swap Meet & Party. Going to be A GREAT TIME!,-80.03286,40.456837
71, Salsa Dance classes @ Youtopia Studio: Beginner Cuban style salsa!,-79.922905,40.435703
72, The Reel Story - Free Movie!,-79.99752,40.44175
73, Banjo Night!   at Elk's Club every Wed in Northside!  Very cool event!,-80.000799,40.451826
74," Free Movie:""Earth to Echo"" at Flagstaff Hill!",-79.947199,40.440169
75," Free Movie:""Selma""  at Flagstaff Hill!  an AMAZING MOVIE!",-79.947199,40.440169
76, Retirement Planning and Beyond,-79.99752,40.44175
77, GeoPupping,-80.110611,40.336674
78, Donation Yoga Class at Dobra Tea in Squirrel Hill,-79.922806,40.434963
79, All Levels Yoga- Pay What You Can Afford,-79.986038,40.428734
80, Pitt SBDC Workshop: Mechanics of Starting a Small Business,-79.953972,40.440609
81, Yoga at the Library (Dormont South Hills),-80.035957,40.394169
82, BREW's Uncommon Game Nite!,-80.024681,40.410015
83, Party at Schwartz Living Market,-79.984566,40.429134
84, Summer Weekly Yoga on the Terrace - South Side Works,-79.963982,40.428028
85," KILTED Happy Hour! at ""Tilted Kilt"" North Shore on the Outdoor Patio!",-80.010818,40.445938
86, Community Yoga at the Brillobox,-79.95475,40.465668
87, Chinese for Beginners in Mellon Square Park,-79.997467,40.438339
88, Three Rivers Thing: Viking Community Picnic at Settler's Cabin Park!,-80.161545,40.434818
89, Yoga at the Library (Dormont South Hills),-80.035957,40.394169
90, LAST Jam on Walnut for the Summer! Multi-block party! Dancing Queen Playing!,-79.932976,40.451439
91, Free Concert Hartwood Acres - River City Brass Band,-79.928058,40.569818
92, Food Truck Festival,-79.62356,40.35349
93, Free Concert South Park: Duquesne University Tamburitzans,-80.007857,40.290488
94, Free Concert Hartwood Acres - Howard Jones,-79.928058,40.569818
95, Free Concert South Park: BNY Mellon Jazz presents Dirty Dozen Brass Band,-80.007857,40.290488
96, Open Discussion: Stones Crystals and Rocks,-80.033188,40.404533
97, FREE CONCERT at SOUTH PARK Southside Johnny & The Asbury Jukes w Joe Gruschecky,-79.995415,40.302334
98, Donation Yoga Class at Dobra Tea in Squirrel Hill,-79.922806,40.434963
99, Free Family Skate Days at the Iceoplex,-80.160919,40.27462
100, How to be a Savvy Traveler,-79.99752,40.44175
101, SPECIAL VOCALIST!!! The Jazz Conspiracy BIG BAND with dance lesson at the Elks,-80.000793,40.451824
102, Fantasy authors Delia Sherman & Ellen Kushner  to speak @ YA Lecture Series CMU,-79.942047,40.444118
103, Art on the Blvd!,-80.019531,40.393013
104, Adults' Board Game Night @ Brookline Library,-80.02137,40.394427
105," Free Movie:""the Princess and the Frog"" at Flagstaff Hill!",-79.947199,40.440169
106, $5 Improv Comedy,-79.998586,40.4430326
107, Let's Hike The Rachael Carson Trail,-79.995888,40.440624
108, Drinking Partners LIVE @ Grist House Brewing Company,-79.972046,40.478786
109," Free Movie:""McFarland USA"" at Flagstaff Hill!",-79.947199,40.440169
110, Learn to Square Dance! Greater Pittsburgh Square and Modern Pattern Dance Group!,-80.327858,40.543999
111, Banjo Night!   at Elk's Club every Wed in Northside!  Very cool event!,-80.000799,40.451826
112, World Kaleidoscope presents Carl Rahkonen (Finnish Music + Rune Singing),-79.948845,40.443424
113, Power Vinyasa Flow,-79.943771,40.465092
114, Bach Beethoven & Brunch,-79.920738,40.452892
115, Space Art: An Evening in the Stars,-79.99762,40.456715
116, Pittsburgh Mass Mob XIII at Our Lady of the Angels Church,-79.963943,40.465851
117, 19th Annual Shadyside...The Art Festival on Walnut Street,-79.93356,40.451355
118, Don't Get Angry Get Assertive,-79.99752,40.44175
119, Podcamp Pittsburgh X,-80.000607,40.439519
120, Second Wednesday Meditation Group,-79.997383,40.441776
121, Homewood Cemetery Founders Day,-79.907282,40.4418409
122, Free Concert: Riverview Jazz Series '- Reggie Watkin's,-80.014664,40.484368
123, Almost Free Henna,-80.033188,40.404533
124, Shifted Past  is holding a FREE Performance at Biddles Escape!,-79.8921011,40.4381463
125, Yard & Sidewalk Sale,-80.057388,40.465542
126, Open Discussion: Herbs and Oils,-80.033188,40.404533
127, Freedom Summer - Free Documentary!,-79.99752,40.44175
128, Free Concert: Riverview Jazz Series '- Dwane Dolphin!,-80.014664,40.484368
129, Wednesday evening tennis - at Moon park,-80.18604,40.491043
130, Monday evening Tennis,-79.94216,40.431979
131, Thursday evening tennis,-79.94216,40.431979
